physician_id,first_name,last_name,specialty,state,years_practice,med_school_tier
NPI9218944525,John,Rodriguez,Internal Medicine,GA,25,Other
NPI7778422170,Jennifer,Chen,Internal Medicine,NJ,8,Other
NPI6919806911,William,Martin,Dermatology,AZ,15,Top 50
NPI6858495310,Jennifer,Jones,Pulmonology,TX,22,Top 50
NPI9139219299,Priya,Davis,Internal Medicine,MO,25,Other
NPI9354764196,Jessica,Hernandez,Oncology,MO,36,Other
NPI6360736761,Michael,Davis,Orthopedic Surgery,AZ,12,Top 20
NPI4750024698,James,Patel,Gastroenterology,MD,35,Top 20
NPI4273605815,Michael,Anderson,Family Medicine,NC,32,Other
NPI8371709568,Wei,Singh,Endocrinology,IN,15,Other
NPI6801448057,Fatima,Wilson,Orthopedic Surgery,MA,6,Other
NPI1695394272,William,Moore,Orthopedic Surgery,VA,11,Other
NPI2279674116,John,Kim,General Surgery,NY,26,Top 50
NPI9101673055,Thomas,Miller,Psychiatry,VA,31,Top 50
NPI8960483332,Fatima,Nguyen,Internal Medicine,MD,24,Other
NPI9566492037,John,Lee,Gastroenterology,WI,29,Other
NPI4850658705,Fatima,White,Gastroenterology,NC,4,Top 50
NPI8056548167,Jennifer,Hernandez,General Surgery,PA,20,Other
NPI8454025245,Linda,Rodriguez,Internal Medicine,MA,35,Top 50
NPI3841272152,Charles,Chen,Internal Medicine,TX,16,Top 50
NPI2308039400,Mary,Garcia,Orthopedic Surgery,NY,36,Other
NPI9973237253,Barbara,Martin,Cardiology,VA,5,Top 20
NPI1271972833,Robert,O'Brien,Emergency Medicine,WI,39,Top 20
NPI6376023267,Michael,Wilson,Family Medicine,OH,31,Other
NPI6851910466,Fatima,Martin,Orthopedic Surgery,NC,25,Top 50
NPI7136104077,Michael,Nguyen,Gastroenterology,OH,25,Top 50
NPI3300649695,Mary,Wilson,Family Medicine,NC,37,Other
NPI7494213197,Michael,Jackson,Family Medicine,CA,15,Top 50
NPI2947596069,John,Martin,Psychiatry,VA,7,Other
NPI8461344300,Charles,Garcia,Psychiatry,VA,36,Top 50
NPI2972050066,Michelle,Garcia,Family Medicine,OH,5,Top 20
NPI7270354260,Jennifer,Martin,Psychiatry,IL,26,Other
NPI8050721371,Priya,Garcia,Pulmonology,TN,11,Top 50
NPI2700511753,David,Rodriguez,Oncology,NY,37,Other
NPI3141878388,John,Jackson,Internal Medicine,CA,38,Other
NPI8011933647,Wei,Kim,Family Medicine,CA,19,Other
NPI1773990744,Michael,Taylor,Family Medicine,MO,21,Top 50
NPI2716848572,Sarah,Wilson,Internal Medicine,GA,18,Top 50
NPI5099778155,Sarah,Moore,Internal Medicine,FL,17,Other
NPI9371637357,Karen,Kim,Orthopedic Surgery,MO,37,Other
NPI6056900513,Robert,Taylor,Family Medicine,FL,12,Other
NPI4489100633,Linda,Wilson,Emergency Medicine,OH,38,Other
NPI9805331999,Ahmed,Jones,Internal Medicine,CA,26,Top 50
NPI5173401755,Anita,Martin,Internal Medicine,AZ,38,Top 20
NPI4903614762,James,Patel,General Surgery,AZ,24,Other
NPI4704798851,Richard,Jackson,Gastroenterology,TN,32,Other
NPI3809620653,Raj,Davis,Family Medicine,IL,20,Top 50
NPI3931253287,William,Davis,Internal Medicine,OH,19,Other
NPI7190533538,Jessica,Taylor,Internal Medicine,MD,11,Other
NPI1367520376,Anita,Anderson,Endocrinology,IN,9,Top 50
NPI7136350530,Michelle,Miller,Oncology,CA,2,Top 50
NPI2810840482,Lisa,Rodriguez,Family Medicine,AZ,15,Other
NPI4457872028,Wei,Martinez,Cardiology,IN,39,Other
NPI2318850752,Charles,Davis,Oncology,VA,37,Other
NPI5974759396,William,Thompson,Emergency Medicine,WA,27,Top 50
NPI7564154003,Raj,Wang,Neurology,CA,15,Other
NPI4191900184,Mary,Hernandez,Endocrinology,CA,21,Other
NPI2470749197,Mary,Patel,Internal Medicine,CA,30,Other
NPI3038550237,Charles,Williams,Family Medicine,NY,1,Top 50
NPI8363016265,Elena,Jackson,Family Medicine,WI,36,Top 20
NPI3408838615,Carlos,Johnson,General Surgery,WA,34,Other
NPI7972323336,Wei,Jones,Gastroenterology,TN,38,Top 50
NPI3980794660,Susan,Lee,Gastroenterology,IL,4,Top 50
NPI2698592988,David,Miller,Emergency Medicine,MD,37,Other
NPI7545777035,Richard,Johnson,Emergency Medicine,NY,24,Top 50
NPI5216905264,Linda,Garcia,Emergency Medicine,MD,22,Other
NPI1281495261,Richard,Chen,Cardiology,CA,8,Other
NPI9639481773,Patricia,Lee,Internal Medicine,CA,20,Other
NPI2329781005,Barbara,Taylor,Family Medicine,TX,15,Top 50
NPI4180662787,Kevin,Clark,Rheumatology,TN,39,Other
NPI4463151714,Priya,Taylor,Internal Medicine,IL,14,Other
NPI5404869092,Robert,Murphy,Dermatology,MI,9,Other
NPI8068996200,William,Anderson,Psychiatry,MI,37,Top 50
NPI1054812517,Linda,Smith,Rheumatology,TN,8,Top 50
NPI9392248461,William,Brown,Internal Medicine,OH,36,Other
NPI6813905141,Wei,Wilson,Family Medicine,CA,38,Top 20
NPI9555839911,Raj,Garcia,Internal Medicine,GA,12,Other
NPI8356505835,Priya,Jones,Dermatology,IL,27,Top 20
NPI9350543961,Joseph,Taylor,Psychiatry,MA,32,Top 20
NPI6409004957,Robert,Clark,Orthopedic Surgery,TN,21,Other
NPI4215780845,Robert,Miller,Family Medicine,TX,28,Other
NPI4986226567,Carlos,Davis,Family Medicine,TN,6,Other
NPI6922290792,Wei,Clark,Family Medicine,TX,21,Other
NPI4842386737,Sarah,Miller,General Surgery,WA,21,Other
NPI7585055050,Karen,Wang,General Surgery,GA,23,Other
NPI1826632144,Elena,Thompson,Internal Medicine,OH,37,Top 50
NPI8469879840,Carlos,O'Brien,Pulmonology,MI,33,Top 50
NPI2837697756,John,Martin,Internal Medicine,OH,24,Top 50
NPI9495528484,Susan,Lee,Gastroenterology,TN,16,Other
NPI2399912199,Mary,Miller,Internal Medicine,WI,16,Top 50
NPI2162477764,Susan,Lee,Family Medicine,IN,1,Other
NPI8306884994,Lisa,Patel,Dermatology,NC,22,Other
NPI8368316448,Michael,Clark,Internal Medicine,NJ,10,Other
NPI7648834778,Robert,Williams,Family Medicine,NC,35,Other
NPI9644774174,Joseph,Jones,Oncology,TN,31,Other
NPI3434856657,Sarah,Smith,Internal Medicine,VA,36,Other
NPI8439838650,Priya,Chen,Orthopedic Surgery,MI,39,Top 50
NPI4168364770,James,Williams,Dermatology,NC,16,Other
NPI5836587629,Linda,O'Brien,Gastroenterology,GA,17,Top 50
NPI5010400266,Fatima,Anderson,Family Medicine,VA,24,Other
NPI1052650204,Wei,Wilson,Rheumatology,AZ,17,Top 50
NPI6170159741,Raj,Clark,Family Medicine,NC,11,Top 50
NPI7727552989,Carlos,Kim,Internal Medicine,IN,28,Top 50
NPI2570971452,Elena,Martin,Internal Medicine,IN,18,Other
NPI9384902756,Sarah,Murphy,Pulmonology,NC,37,Other
NPI5773595854,Kevin,Nguyen,Gastroenterology,MD,9,Top 50
NPI2604214028,Richard,White,General Surgery,NY,18,Top 50
NPI6813528137,Anita,Martinez,Endocrinology,MD,21,Other
NPI2727304376,Susan,Clark,Endocrinology,IL,36,Other
NPI1571800134,Jessica,Kim,Rheumatology,VA,23,Other
NPI7167837181,Wei,Rodriguez,Rheumatology,IL,3,Top 50
NPI1996253949,Susan,Rodriguez,Oncology,NC,14,Other
NPI1955957035,Robert,Martin,Internal Medicine,OH,35,Other
NPI7659492067,Raj,Anderson,Internal Medicine,MA,11,Other
NPI1496820098,Jessica,Rodriguez,Emergency Medicine,TX,14,Other
NPI8287922610,Anita,Clark,Endocrinology,IN,6,Other
NPI8165338827,Susan,Brown,Emergency Medicine,MD,29,Other
NPI2272540852,Michelle,White,Internal Medicine,VA,6,Top 50
NPI5665425824,Charles,Thompson,Rheumatology,NJ,15,Top 20
NPI1869629418,Fatima,Nguyen,Internal Medicine,AZ,28,Top 50
NPI6693140977,Ahmed,Clark,Family Medicine,NY,35,Top 20
NPI1566370116,Michael,Davis,Cardiology,MA,9,Top 50
NPI9500327705,Carlos,Clark,Internal Medicine,PA,13,Other
NPI2869576618,Kevin,White,Pulmonology,AZ,5,Other
NPI7146051902,Lisa,Williams,Family Medicine,OH,18,Top 20
NPI2154622819,Kevin,Jackson,Psychiatry,MA,39,Top 20
NPI2886368034,Elena,Jones,Oncology,TN,12,Other
NPI5058546839,Lisa,Rodriguez,Family Medicine,PA,11,Other
NPI6157865271,Joseph,Nguyen,Rheumatology,WA,16,Top 50
NPI9989769162,Elena,O'Brien,Internal Medicine,MI,35,Other
NPI1233336052,Jennifer,Thompson,Emergency Medicine,IL,22,Top 50
NPI1002829776,Thomas,Taylor,Dermatology,VA,24,Top 20
NPI4153303852,Carlos,Thomas,Orthopedic Surgery,WI,31,Other
NPI4295407309,Kevin,Rodriguez,Oncology,CA,28,Other
NPI8954535124,William,Jones,Internal Medicine,WI,24,Top 50
NPI9213242928,John,Murphy,Pulmonology,MO,22,Other
NPI8924724786,David,Thomas,Family Medicine,NJ,21,Other
NPI2288608754,Elena,Lee,Cardiology,WA,8,Top 20
NPI4708943516,Sarah,Patel,Family Medicine,GA,17,Other
NPI7712966459,Mary,Williams,General Surgery,FL,34,Top 50
NPI3813499609,Patricia,Jones,Psychiatry,VA,2,Other
NPI6969142255,David,Jones,General Surgery,IN,33,Other
NPI3134285768,David,Chen,General Surgery,PA,23,Top 50
NPI3910773321,Robert,Williams,Internal Medicine,MA,14,Top 50
NPI8743866843,Joseph,Thompson,Pulmonology,MA,5,Other
NPI3254581324,Joseph,Brown,Oncology,TN,30,Top 50
NPI9678916780,Jennifer,Chen,Neurology,OH,1,Other
NPI3756336048,Michael,Clark,Cardiology,GA,22,Top 50
NPI1211752988,Lisa,Thomas,Emergency Medicine,NC,7,Other
NPI3294108133,Kevin,Miller,Family Medicine,MO,36,Other
NPI2540844480,Michelle,Hernandez,Cardiology,MD,8,Top 50
NPI5561442695,Thomas,Patel,Oncology,NC,32,Other
NPI2014444596,Mary,Kim,Internal Medicine,WI,23,Other
NPI6634439894,Raj,White,Internal Medicine,VA,2,Other
NPI8874091634,Kevin,Lee,Neurology,GA,29,Other
NPI4262669935,William,Thompson,Family Medicine,CA,35,Other
NPI2516434473,Richard,Miller,Pulmonology,WA,9,Other
NPI4600224961,James,Miller,Family Medicine,WA,38,Other
NPI8073701392,Carlos,O'Brien,Orthopedic Surgery,WI,32,Other
NPI6323389066,Fatima,Lee,Oncology,MA,29,Top 50
NPI1910288919,James,Singh,Neurology,CA,14,Other
NPI5834684388,Priya,Thompson,Psychiatry,VA,5,Other
NPI5212768432,Richard,Hernandez,Oncology,MA,17,Other
NPI3944010303,Thomas,Lee,Emergency Medicine,MI,32,Top 50
NPI1991445364,Michael,Patel,Family Medicine,NC,23,Top 50
NPI9830007419,Carlos,Garcia,Internal Medicine,IN,26,Top 50
NPI2584389878,Richard,Hernandez,Neurology,WA,31,Other
NPI2734686016,Elena,Kim,Dermatology,AZ,14,Other
NPI2310244228,Robert,Williams,Cardiology,MI,2,Top 50
NPI6131737347,Karen,Williams,Oncology,IL,35,Top 50
NPI4993026169,Barbara,Jones,Gastroenterology,NJ,24,Other
NPI3246014637,Kevin,Lee,General Surgery,WI,23,Other
NPI4864810446,Thomas,Davis,Emergency Medicine,WA,23,Other
NPI7061696658,Priya,Hernandez,Rheumatology,MA,34,Top 20
NPI3535304783,John,Jones,Neurology,FL,31,Top 20
NPI9237211983,Wei,Davis,Family Medicine,WI,27,Top 20
NPI3757116134,Patricia,Smith,Emergency Medicine,PA,31,Top 50
NPI2783611277,David,Wang,Family Medicine,WI,12,Other
NPI9591110620,Michael,Hernandez,Orthopedic Surgery,NC,28,Top 50
NPI8295045490,James,Garcia,Family Medicine,MD,39,Top 50
NPI4088238623,Karen,Jackson,Rheumatology,MO,10,Top 20
NPI8572886659,Linda,O'Brien,Orthopedic Surgery,TN,23,Top 50
NPI5669328241,Sarah,Wang,Endocrinology,MD,27,Top 20
NPI4120772484,Ahmed,Murphy,Gastroenterology,WA,21,Top 50
NPI8556504305,Jennifer,Thomas,Family Medicine,IN,38,Top 20
NPI7769485601,Priya,Anderson,Neurology,NY,16,Other
NPI3680873583,William,Martinez,Family Medicine,TX,9,Other
NPI6460106636,Barbara,Martinez,Family Medicine,NJ,6,Other
NPI4324512011,Karen,O'Brien,Oncology,IN,34,Top 20
NPI1009467753,Charles,Jones,Internal Medicine,TN,27,Other
NPI9656341671,Lisa,Singh,Internal Medicine,NJ,23,Other
NPI5946661684,Jennifer,O'Brien,Neurology,NJ,17,Other
NPI6385893414,Karen,Singh,Neurology,WA,16,Top 20
NPI6399022830,Linda,Thompson,Neurology,MO,37,Other
NPI5955773146,William,Singh,Cardiology,IN,27,Other
NPI3610430602,Kevin,Smith,Family Medicine,FL,38,Other
NPI9744185123,Patricia,Wang,Internal Medicine,VA,32,Other
NPI6595015712,Richard,Jackson,General Surgery,GA,30,Other
NPI7038292244,Jessica,Rodriguez,Dermatology,TN,22,Other
NPI5093134815,Linda,Williams,Family Medicine,NJ,10,Top 20
NPI3590752604,Fatima,O'Brien,Neurology,WI,26,Top 50
NPI1579140839,Joseph,Lee,Internal Medicine,NC,28,Other
NPI4152071768,Priya,Brown,Family Medicine,AZ,21,Top 50
NPI2584876863,Susan,Jackson,Internal Medicine,FL,1,Top 50
NPI6958794413,Raj,Johnson,Family Medicine,MD,38,Top 50
NPI8911034962,Priya,Williams,Neurology,NY,33,Top 50
NPI3724793723,Barbara,Jackson,Pulmonology,GA,14,Top 20
NPI3995943628,Kevin,Wang,Internal Medicine,IN,20,Other
NPI7033280533,Elena,Brown,Rheumatology,WI,5,Other
NPI2343442908,Karen,Davis,Orthopedic Surgery,MI,37,Other
NPI9364936839,James,Taylor,Emergency Medicine,MI,9,Top 50
NPI4274621028,Karen,Martin,Psychiatry,CA,15,Other
NPI1910795013,Wei,Smith,Family Medicine,WI,17,Other
NPI2572156044,David,White,Psychiatry,CA,11,Other
NPI9394714683,Robert,Moore,Family Medicine,CA,25,Top 50
NPI3224073595,Thomas,Rodriguez,Emergency Medicine,MI,39,Top 20
NPI6960419233,Carlos,Martinez,Family Medicine,CA,34,Other
NPI2405487011,Barbara,Moore,Orthopedic Surgery,NY,21,Other
NPI2746915230,Jessica,Williams,Cardiology,WA,6,Top 20
NPI8913143969,James,O'Brien,Family Medicine,MA,34,Other
NPI2332298980,Priya,Singh,Gastroenterology,IL,11,Other
NPI1168755280,Elena,Anderson,Psychiatry,TN,36,Top 50
NPI5511098705,Fatima,Hernandez,Oncology,WA,16,Other
NPI8764541318,Richard,Singh,Pulmonology,PA,21,Top 50
NPI3933919408,Mary,Wilson,Dermatology,MA,18,Top 20
NPI2153460435,Joseph,Davis,Family Medicine,VA,18,Other
NPI9840077465,Kevin,Davis,Rheumatology,IN,7,Other
NPI7090647664,John,Kim,Endocrinology,NY,22,Other
NPI8656215686,Michael,Miller,Neurology,PA,16,Other
NPI7769244450,Elena,Williams,Family Medicine,OH,34,Other
NPI7284180465,Karen,Jones,Internal Medicine,OH,19,Other
NPI4461076603,Jennifer,Clark,Pulmonology,MO,38,Other
NPI3919059938,James,Murphy,Pulmonology,MA,12,Top 50
NPI7452627362,Richard,Rodriguez,Dermatology,NJ,13,Other
NPI7450417072,Karen,Wilson,Emergency Medicine,NJ,2,Other
NPI9555295455,Elena,Hernandez,Orthopedic Surgery,MO,29,Other
NPI6117938360,Raj,Moore,General Surgery,NC,3,Top 50
NPI3651589951,Jessica,Jackson,General Surgery,PA,12,Top 50
NPI5405759193,Richard,Smith,Oncology,FL,36,Other
NPI6523424349,Anita,Lee,Oncology,OH,24,Other
NPI4840568195,Fatima,Johnson,Internal Medicine,AZ,22,Top 50
NPI8120198109,Michael,Wilson,Neurology,MI,32,Other
NPI6261518909,Wei,Wilson,Family Medicine,NC,31,Other
NPI1084921548,Priya,Patel,Family Medicine,MI,35,Other
NPI6128558993,Linda,Murphy,Psychiatry,WI,26,Top 50
NPI6702434072,Michelle,Patel,Family Medicine,WI,18,Other
NPI9237351262,William,Hernandez,Internal Medicine,NY,6,Top 20
NPI4723495062,Thomas,Jackson,General Surgery,FL,15,Top 50
NPI6170208932,Joseph,Jackson,Dermatology,PA,28,Other
NPI5274977055,Wei,Jones,Internal Medicine,MO,10,Top 50
NPI5784907855,Anita,Rodriguez,Cardiology,MI,27,Top 20
NPI1605736635,Susan,O'Brien,Family Medicine,MO,6,Top 50
NPI9075553006,Susan,Davis,General Surgery,WA,3,Other
NPI9193711057,Ahmed,Brown,Dermatology,VA,15,Other
NPI5932536488,Kevin,Jones,Internal Medicine,IL,9,Top 50
NPI6008999640,Anita,Thompson,General Surgery,OH,35,Other
NPI1518004323,Ahmed,Smith,Internal Medicine,FL,15,Other
NPI6381554617,Priya,Brown,Family Medicine,NJ,17,Top 50
NPI4862366108,Fatima,White,Emergency Medicine,IL,16,Other
NPI7381392671,Kevin,Jones,Internal Medicine,IL,13,Top 50
NPI1424124249,James,Williams,Internal Medicine,CA,36,Other
NPI7397989143,Karen,Smith,Family Medicine,TN,29,Top 20
NPI3582044414,Mary,Kim,Psychiatry,MD,7,Top 20
NPI6865347973,Karen,Anderson,Pulmonology,MI,9,Top 20
NPI6644133777,Susan,Wilson,Emergency Medicine,NJ,4,Top 20
NPI3041573361,Barbara,White,Cardiology,MD,10,Other
NPI4964071106,Raj,Garcia,Internal Medicine,NJ,26,Other
NPI8520699330,Priya,Jackson,General Surgery,WA,37,Other
NPI6450324791,Karen,Moore,Family Medicine,NC,19,Other
NPI1618644717,Raj,Patel,Gastroenterology,NJ,4,Other
NPI4986179481,John,Thompson,Neurology,NJ,2,Top 50
NPI3805943128,Lisa,Patel,Internal Medicine,MA,17,Other
NPI6774811109,Robert,Miller,Dermatology,WA,11,Top 50
NPI6531075471,Michael,Jones,Internal Medicine,NJ,23,Other
NPI1093582913,Jennifer,Martin,Family Medicine,TX,5,Other
NPI6469259584,Thomas,Johnson,Rheumatology,MD,9,Top 50
NPI7613646885,Charles,Hernandez,Endocrinology,MO,22,Other
NPI7918570290,Ahmed,Thompson,Orthopedic Surgery,NY,11,Other
NPI1530781933,Jessica,Wang,Neurology,IL,15,Other
NPI3732925753,Kevin,White,Emergency Medicine,WI,9,Top 50
NPI4791462044,Susan,Clark,Emergency Medicine,OH,3,Other
NPI2617945369,Robert,Martin,Endocrinology,IN,14,Other
NPI4786604840,Mary,Hernandez,Internal Medicine,TN,13,Top 50
NPI1640165822,Patricia,Davis,Orthopedic Surgery,MO,36,Other
NPI2018955546,Jessica,Patel,Emergency Medicine,CA,35,Top 20
NPI7018252864,Richard,Wang,Family Medicine,MI,17,Other
NPI3363152150,Elena,Martinez,Oncology,VA,12,Top 20
NPI7402652626,Patricia,Williams,Family Medicine,IN,17,Top 50
NPI1432976752,Linda,Smith,Cardiology,PA,24,Top 50
NPI6064327476,Michelle,Thompson,Neurology,OH,16,Other
NPI4523037971,James,White,Family Medicine,NY,30,Other
NPI8172742526,Richard,Brown,General Surgery,TN,38,Top 20
NPI8055564221,Jennifer,Smith,Dermatology,WI,16,Top 50
NPI4380036781,Thomas,White,Dermatology,FL,5,Other
NPI6604426126,Michelle,Taylor,Family Medicine,PA,5,Other
NPI3047939819,Michael,Thomas,Family Medicine,OH,35,Top 20
NPI6223661525,Susan,Davis,General Surgery,MO,17,Other
NPI1731382245,Jessica,Kim,General Surgery,NC,13,Top 50
NPI4911438556,Fatima,Nguyen,Endocrinology,IL,25,Other
NPI2644549133,Michelle,Johnson,Gastroenterology,OH,38,Top 50
NPI8950430637,John,Williams,Internal Medicine,VA,17,Other
NPI5004107361,Joseph,Martin,Gastroenterology,GA,13,Other
NPI6316963737,Ahmed,Thompson,Internal Medicine,FL,34,Top 50
NPI4243436742,James,Jones,Internal Medicine,IN,4,Other
NPI3598669316,Carlos,Jones,Rheumatology,NC,33,Other
NPI2826278047,Linda,Patel,Cardiology,IL,21,Other
NPI9206844243,Sarah,Hernandez,Cardiology,MA,1,Other
NPI8195192041,Michelle,Brown,Cardiology,MA,9,Other
NPI2199350299,Lisa,Thompson,Oncology,NY,27,Other
NPI7720523885,Michelle,Williams,General Surgery,TX,30,Top 20
NPI4766776992,Charles,Miller,Cardiology,CA,8,Top 20
NPI1138569894,Michael,Kim,Neurology,TN,26,Top 50
NPI5755305882,Wei,Miller,Dermatology,WA,39,Other
NPI2170417960,Charles,Johnson,Internal Medicine,TN,27,Top 50
NPI2889408817,Barbara,Rodriguez,Internal Medicine,WA,28,Top 50
NPI7264368652,John,Miller,Dermatology,NC,8,Other
NPI3314278334,Lisa,Jackson,Dermatology,VA,25,Top 50
NPI9026993815,Karen,Wang,Rheumatology,MA,28,Top 50
NPI6914527825,Fatima,Clark,Dermatology,GA,5,Other
NPI8490551363,Patricia,Wang,Internal Medicine,MD,13,Top 50
NPI6536705844,Thomas,Anderson,Family Medicine,MO,35,Other
NPI8819646318,Carlos,Singh,Orthopedic Surgery,IN,39,Top 50
NPI4255162074,Raj,Smith,Family Medicine,WI,7,Other
NPI5942265191,Kevin,Martinez,General Surgery,GA,29,Other
NPI5643013603,Michael,Garcia,Endocrinology,FL,20,Top 50
NPI9134116371,Jennifer,Jackson,General Surgery,MI,24,Top 20
NPI2484238677,Karen,Murphy,Oncology,MA,20,Other
NPI6202546868,Jessica,Chen,Family Medicine,TN,34,Top 50
NPI7789880747,Linda,Clark,Internal Medicine,GA,18,Top 50
NPI4330447844,Patricia,Jones,Internal Medicine,IL,23,Other
NPI8808233720,Robert,Nguyen,General Surgery,NC,27,Other
NPI4357132903,David,Kim,Internal Medicine,IN,22,Other
NPI2559778838,Ahmed,Hernandez,Internal Medicine,TX,35,Top 50
NPI6256435198,Mary,Williams,Internal Medicine,OH,10,Top 50
NPI4785112089,Patricia,Brown,Internal Medicine,PA,37,Other
NPI1136710942,Linda,O'Brien,Dermatology,IN,27,Top 50
NPI1628547332,Raj,Wilson,Family Medicine,MI,38,Top 50
NPI2757494621,Michelle,White,Emergency Medicine,TX,15,Top 20
NPI7923969634,Jessica,Rodriguez,Internal Medicine,IL,19,Top 20
NPI9028355643,Mary,Moore,Neurology,CA,2,Other
NPI5910767865,James,Miller,Oncology,MI,37,Top 50
NPI1950089162,Elena,Moore,Family Medicine,WI,32,Other
NPI5809770569,Jessica,Miller,Gastroenterology,VA,12,Top 50
NPI8700449144,John,Garcia,Emergency Medicine,MO,3,Top 50
NPI7745298661,Elena,Wang,Gastroenterology,MA,28,Top 50
NPI3619883472,Sarah,Anderson,Internal Medicine,MO,27,Other
NPI2115015483,David,Patel,Internal Medicine,OH,21,Other
NPI9106135296,Jessica,Kim,Neurology,WI,7,Other
NPI8686798718,Michael,Martin,Family Medicine,PA,36,Top 20
NPI1483438286,Anita,Martin,Orthopedic Surgery,NC,17,Other
NPI8413070407,Fatima,Garcia,Psychiatry,AZ,29,Other
NPI1874913739,Jennifer,Jackson,Rheumatology,IL,34,Top 20
NPI1569552700,Ahmed,Nguyen,Dermatology,IL,22,Other
NPI7827408073,Jennifer,Garcia,Orthopedic Surgery,FL,4,Top 50
NPI5826795596,Jessica,Miller,Cardiology,CA,35,Other
NPI4730932216,Ahmed,Patel,Cardiology,NJ,27,Other
NPI9134759762,Mary,Clark,Psychiatry,WI,35,Top 50
NPI8553732147,Priya,Taylor,Endocrinology,PA,24,Other
NPI1518611243,Michael,Wang,Family Medicine,NC,36,Other
NPI6544785176,Wei,Garcia,Family Medicine,MD,34,Other
NPI7950406628,Joseph,Lee,General Surgery,TN,9,Other
NPI5954415217,James,Rodriguez,Dermatology,CA,7,Top 50
NPI9847049490,Ahmed,Hernandez,Rheumatology,NJ,7,Other
NPI7174427541,Linda,Jackson,Family Medicine,FL,32,Top 50
NPI1937287114,Kevin,Jones,Family Medicine,PA,10,Other
NPI2784682107,Elena,Jackson,Endocrinology,PA,18,Top 50
NPI8436210589,Jennifer,Lee,Family Medicine,WA,31,Other
NPI9970810057,Charles,Clark,Psychiatry,NY,17,Other
NPI1885053401,David,Miller,Neurology,IL,3,Other
NPI1902963860,Charles,Anderson,Cardiology,PA,15,Other
NPI7870483486,Thomas,White,Cardiology,GA,4,Other
NPI1579188535,William,Rodriguez,Internal Medicine,AZ,16,Other
NPI1617041044,Lisa,Davis,Gastroenterology,GA,29,Other
NPI8999348346,Linda,Patel,Neurology,OH,21,Top 50
NPI8204048310,Anita,Murphy,Internal Medicine,NJ,27,Other
NPI8934068797,Kevin,Thompson,Gastroenterology,WA,5,Top 50
NPI6854620618,Robert,Thomas,Oncology,CA,30,Other
NPI3902827797,Priya,Davis,Oncology,MO,17,Other
NPI9156818712,Anita,Wilson,Pulmonology,MD,12,Top 50
NPI3688511724,Patricia,Johnson,Cardiology,WA,26,Other
NPI3479597554,Ahmed,Jones,Internal Medicine,VA,6,Other
NPI8977603771,Kevin,Hernandez,Psychiatry,AZ,20,Other
NPI7127403331,Michael,Jones,Internal Medicine,NC,17,Other
NPI9061048761,Karen,Smith,Neurology,GA,7,Other
NPI2403111603,Fatima,Patel,Internal Medicine,GA,38,Other
NPI9570671178,David,Williams,Internal Medicine,NY,15,Top 50
NPI6514679409,Linda,Jones,Internal Medicine,IN,2,Top 20
NPI7012315396,Susan,Lee,Family Medicine,OH,18,Other
NPI9226545222,David,O'Brien,Internal Medicine,IL,38,Top 50
NPI4426776771,Priya,Kim,Internal Medicine,WI,27,Top 20
NPI7476174951,Susan,Smith,Dermatology,NJ,25,Top 50
NPI6763065589,Susan,Garcia,Family Medicine,WA,36,Top 50
NPI8089774469,Kevin,Nguyen,Family Medicine,PA,4,Other
NPI9072485125,Karen,Kim,Cardiology,IL,22,Top 50
NPI7120547698,Anita,Taylor,Family Medicine,MA,13,Top 50
NPI1608755990,Priya,Rodriguez,Family Medicine,MI,27,Other
NPI2648263112,Raj,Murphy,Psychiatry,FL,34,Other
NPI9585803639,Jennifer,Nguyen,Internal Medicine,IN,4,Top 50
NPI9717854259,Kevin,Nguyen,Gastroenterology,NC,7,Other
NPI9706719822,Kevin,Chen,Pulmonology,AZ,38,Top 50
NPI1331194603,Mary,Jones,Internal Medicine,OH,20,Other
NPI4442033511,David,Kim,Internal Medicine,VA,13,Top 20
NPI7837054335,Richard,Rodriguez,Internal Medicine,TN,6,Other
NPI7775972232,Richard,Miller,Psychiatry,MO,14,Top 50
NPI1773180144,Fatima,Smith,Internal Medicine,PA,1,Other
NPI6485399983,Wei,Anderson,Dermatology,AZ,9,Top 20
NPI2285826566,Michael,Wilson,General Surgery,MD,8,Other
NPI5438883995,Charles,Rodriguez,Dermatology,WA,4,Other
NPI3157171307,Michelle,Hernandez,Endocrinology,FL,38,Top 20
NPI1478450545,Jessica,White,Emergency Medicine,NY,31,Other
NPI1720174829,Anita,Clark,Cardiology,PA,37,Top 50
NPI9198036546,Lisa,Chen,Family Medicine,FL,10,Top 50
NPI7701813677,Anita,Nguyen,Family Medicine,TN,12,Top 50
NPI9386415835,Anita,Clark,Emergency Medicine,WI,12,Top 50
NPI5229909390,James,Patel,Psychiatry,NJ,22,Top 50
NPI4719632490,Carlos,Miller,General Surgery,VA,8,Other
NPI4225665632,Jennifer,Kim,Internal Medicine,TN,10,Other
NPI6546763863,Carlos,Martinez,Emergency Medicine,NC,39,Other
NPI4164034482,Carlos,Martinez,Endocrinology,MI,14,Other
NPI7716459105,Linda,White,Endocrinology,VA,31,Other
NPI8211855935,Mary,Martinez,Emergency Medicine,OH,9,Top 50
NPI8882601339,Richard,Smith,Family Medicine,TX,37,Other
NPI3185208371,Barbara,Clark,Family Medicine,VA,28,Other
NPI5743198443,Thomas,Lee,Psychiatry,IN,34,Top 50
